monomer,ontology,isolate,response,percent_uptake
trans-cinnamic acid,Organic acids,Nocardioides sp. URHA0020,undefined,0.975345822
trans-cinnamic acid,Organic acids,Nocardioides sp. URHA0032,undefined,0.534430831
trans-cinnamic acid,Organic acids,Paenibacillus sp. URHA0014,negative,0.999999818
trans-cinnamic acid,Organic acids,Pseudomonas sp. URHB0015,positive,0.999415408
trans-cinnamic acid,Organic acids,Rhodospirillales bacterium URHD0017,positive,1
trans-cinnamic acid,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999997792
trans-cinnamic acid,Organic acids,Solirubrobacter sp. URHD0082,negative,0.929111324
trans-cinnamic acid,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.63683148
trans-cinnamic acid,Organic acids,Sphingomonas sp. URHD0007,positive,0.998452125
trans-cinnamic acid,Organic acids,Sphingomonas sp. URHD0057,positive,0.999992794
trans-cinnamic acid,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999998904
trans-cinnamic acid,Organic acids,Streptomyces sp. URHA0041,positive,0.962599313
trans-cinnamic acid,Organic acids,Variovorax sp. URHB0020,positive,0.999999949
trans-ferulic acid,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.450176847
trans-ferulic acid,Organic acids,Bacillus sp. URHB0009,negative,0.9988798
trans-ferulic acid,Organic acids,Blastococcus sp. URHD0036,undefined,0.632278052
trans-ferulic acid,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.999986076
trans-ferulic acid,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.999989359
trans-ferulic acid,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.999999858
trans-ferulic acid,Organic acids,Burkholderia sp. URHA0054,positive,0.999936858
trans-ferulic acid,Organic acids,Caulobacter sp. URHA0033,positive,0.989390984
trans-ferulic acid,Organic acids,Cellulomonas sp. URHD0024,undefined,0.648227953
trans-ferulic acid,Organic acids,Cellulomonas sp. URHE0023,undefined,0.951538447
trans-ferulic acid,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999959
trans-ferulic acid,Organic acids,Dongia sp. URHE0060,positive,0.987758836
trans-ferulic acid,Organic acids,Flavobacterium sp. URHB0058,undefined,0.999999952
trans-ferulic acid,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.970582066
trans-ferulic acid,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.906859245
trans-ferulic acid,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.993603932
trans-ferulic acid,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999878299
trans-ferulic acid,Organic acids,Lysobacter sp. URHA0019,undefined,0.99997071
trans-ferulic acid,Organic acids,Marmoricola sp. URHB0036,undefined,0.809371859
trans-ferulic acid,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999980053
trans-ferulic acid,Organic acids,Mesorhizobium sp. URHB0007,positive,0.997536923
trans-ferulic acid,Organic acids,Mesorhizobium sp. URHC0008,positive,0.706012524
trans-ferulic acid,Organic acids,Microbacterium sp. URHA0036,undefined,0.999929766
trans-ferulic acid,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.757429724
trans-ferulic acid,Organic acids,Mycobacterium sp. URHB0044,positive,0.917247074
trans-ferulic acid,Organic acids,Mycobacterium sp. URHD0025,positive,0.880960632
trans-ferulic acid,Organic acids,Nocardioides sp. URHA0020,undefined,0.965210672
trans-ferulic acid,Organic acids,Nocardioides sp. URHA0032,undefined,0.495156826
trans-ferulic acid,Organic acids,Paenibacillus sp. URHA0014,negative,0.999999645
trans-ferulic acid,Organic acids,Pseudomonas sp. URHB0015,positive,0.999304941
trans-ferulic acid,Organic acids,Rhodospirillales bacterium URHD0017,positive,1
trans-ferulic acid,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999993482
trans-ferulic acid,Organic acids,Solirubrobacter sp. URHD0082,negative,0.906985236
trans-ferulic acid,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.596397492
trans-ferulic acid,Organic acids,Sphingomonas sp. URHD0007,positive,0.997074513
trans-ferulic acid,Organic acids,Sphingomonas sp. URHD0057,positive,0.9999787
trans-ferulic acid,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999998288
trans-ferulic acid,Organic acids,Streptomyces sp. URHA0041,positive,0.950662805
trans-ferulic acid,Organic acids,Variovorax sp. URHB0020,positive,0.999999931
trigonelline,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.509054392
trigonelline,Organic acids,Bacillus sp. URHB0009,negative,0.998029687
trigonelline,Organic acids,Blastococcus sp. URHD0036,undefined,0.686409537
trigonelline,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.999984326
trigonelline,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.999988883
trigonelline,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.999999846
trigonelline,Organic acids,Burkholderia sp. URHA0054,positive,0.999896319
trigonelline,Organic acids,Caulobacter sp. URHA0033,positive,0.988658382
trigonelline,Organic acids,Cellulomonas sp. URHD0024,undefined,0.710823502
trigonelline,Organic acids,Cellulomonas sp. URHE0023,undefined,0.973208749
trigonelline,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.999999956
trigonelline,Organic acids,Dongia sp. URHE0060,positive,0.993959114
trigonelline,Organic acids,Flavobacterium sp. URHB0058,undefined,0.999999922
trigonelline,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.976366907
trigonelline,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.934784272
trigonelline,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.995119224
trigonelline,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999932694
trigonelline,Organic acids,Lysobacter sp. URHA0019,undefined,0.999989948
trigonelline,Organic acids,Marmoricola sp. URHB0036,undefined,0.855765378
trigonelline,Organic acids,Mesorhizobium sp. URHA0056,positive,0.999992168
trigonelline,Organic acids,Mesorhizobium sp. URHB0007,positive,0.998996068
trigonelline,Organic acids,Mesorhizobium sp. URHC0008,positive,0.763931948
trigonelline,Organic acids,Microbacterium sp. URHA0036,undefined,0.999975221
trigonelline,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.806952214
trigonelline,Organic acids,Mycobacterium sp. URHB0044,positive,0.928240903
trigonelline,Organic acids,Mycobacterium sp. URHD0025,positive,0.899203275
trigonelline,Organic acids,Nocardioides sp. URHA0020,undefined,0.977534781
trigonelline,Organic acids,Nocardioides sp. URHA0032,undefined,0.559251155
trigonelline,Organic acids,Paenibacillus sp. URHA0014,negative,0.999999421
trigonelline,Organic acids,Pseudomonas sp. URHB0015,positive,0.998172427
trigonelline,Organic acids,Rhodospirillales bacterium URHD0017,positive,1
trigonelline,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.999997759
trigonelline,Organic acids,Solirubrobacter sp. URHD0082,negative,0.939348357
trigonelline,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.660047167
trigonelline,Organic acids,Sphingomonas sp. URHD0007,positive,0.998861056
trigonelline,Organic acids,Sphingomonas sp. URHD0057,positive,0.999994495
trigonelline,Organic acids,Staphylococcus sp. URHA0057,undefined,0.999997503
trigonelline,Organic acids,Streptomyces sp. URHA0041,positive,0.962188801
trigonelline,Organic acids,Variovorax sp. URHB0020,positive,0.999999893
tryptophan,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999992108
tryptophan,Amino acids,Bacillus sp. URHB0009,negative,0.999970858
tryptophan,Amino acids,Blastococcus sp. URHD0036,undefined,0.999886503
tryptophan,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999999923
tryptophan,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999999847
tryptophan,Amino acids,Bradyrhizobium sp. URHD0069,positive,1
tryptophan,Amino acids,Burkholderia sp. URHA0054,positive,0.999999641
tryptophan,Amino acids,Caulobacter sp. URHA0033,positive,0.998746807
tryptophan,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999999908
tryptophan,Amino acids,Cellulomonas sp. URHE0023,undefined,1
tryptophan,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999981
tryptophan,Amino acids,Dongia sp. URHE0060,positive,1
tryptophan,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999993
tryptophan,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.999958797
tryptophan,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999999053
tryptophan,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999997956
tryptophan,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999986
tryptophan,Amino acids,Lysobacter sp. URHA0019,undefined,1
tryptophan,Amino acids,Marmoricola sp. URHB0036,undefined,0.999986639
tryptophan,Amino acids,Mesorhizobium sp. URHA0056,positive,0.999999985
tryptophan,Amino acids,Mesorhizobium sp. URHB0007,positive,0.999999992
tryptophan,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999999901
tryptophan,Amino acids,Microbacterium sp. URHA0036,undefined,1
tryptophan,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.999998413
tryptophan,Amino acids,Mycobacterium sp. URHB0044,positive,0.998509226
tryptophan,Amino acids,Mycobacterium sp. URHD0025,positive,0.998722104
tryptophan,Amino acids,Nocardioides sp. URHA0020,undefined,0.999984359
tryptophan,Amino acids,Nocardioides sp. URHA0032,undefined,0.999999973
tryptophan,Amino acids,Paenibacillus sp. URHA0014,negative,1
tryptophan,Amino acids,Pseudomonas sp. URHB0015,positive,0.99993299
tryptophan,Amino acids,Rhodospirillales bacterium URHD0017,positive,1
tryptophan,Amino acids,Rhodospirillales bacterium URHD0088,undefined,1
tryptophan,Amino acids,Solirubrobacter sp. URHD0082,negative,0.999999975
tryptophan,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.999999723
tryptophan,Amino acids,Sphingomonas sp. URHD0007,positive,0.999995198
tryptophan,Amino acids,Sphingomonas sp. URHD0057,positive,0.999999944
tryptophan,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999999988
tryptophan,Amino acids,Streptomyces sp. URHA0041,positive,0.999990907
tryptophan,Amino acids,Variovorax sp. URHB0020,positive,0.999999978
uracil,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.841903591
uracil,Nucleotides,Bacillus sp. URHB0009,negative,0.990004427
uracil,Nucleotides,Blastococcus sp. URHD0036,undefined,0.933760442
uracil,Nucleotides,Bradyrhizobium sp. URHA0002,positive,0.898013017
uracil,Nucleotides,Bradyrhizobium sp. URHA0013,positive,0.957396014
uracil,Nucleotides,Bradyrhizobium sp. URHD0069,positive,0.663658081
uracil,Nucleotides,Burkholderia sp. URHA0054,positive,0.997087691
uracil,Nucleotides,Caulobacter sp. URHA0033,positive,0.960697858
uracil,Nucleotides,Cellulomonas sp. URHD0024,undefined,0.993694467
uracil,Nucleotides,Cellulomonas sp. URHE0023,undefined,0.999999588
uracil,Nucleotides,Comamonadaceae bacterium URHA0028,positive,0.998349907
uracil,Nucleotides,Dongia sp. URHE0060,positive,0.631659642
uracil,Nucleotides,Flavobacterium sp. URHB0058,undefined,0.999933867
uracil,Nucleotides,Geodermatophilaceae bacterium URHA0031,negative,0.952853365
uracil,Nucleotides,Geodermatophilaceae bacterium URHB0048,negative,0.995217246
uracil,Nucleotides,Geodermatophilaceae bacterium URHB0062,negative,0.994911757
uracil,Nucleotides,Intrasporangiaceae bacterium URHB0013,undefined,0.999211236
uracil,Nucleotides,Lysobacter sp. URHA0019,undefined,0
uracil,Nucleotides,Marmoricola sp. URHB0036,undefined,0.929058038
uracil,Nucleotides,Mesorhizobium sp. URHA0056,positive,0.999885786
uracil,Nucleotides,Mesorhizobium sp. URHB0007,positive,0.991910451
uracil,Nucleotides,Mesorhizobium sp. URHC0008,positive,0.906491894
uracil,Nucleotides,Microbacterium sp. URHA0036,undefined,0.999997964
uracil,Nucleotides,Micromonosporaceae bacterium URHE0070,negative,0.888947494
uracil,Nucleotides,Mycobacterium sp. URHB0044,positive,0.920858281
uracil,Nucleotides,Mycobacterium sp. URHD0025,positive,0.927940156
uracil,Nucleotides,Nocardioides sp. URHA0020,undefined,0.943160674
uracil,Nucleotides,Nocardioides sp. URHA0032,undefined,0.990694452
uracil,Nucleotides,Paenibacillus sp. URHA0014,negative,0.999821938
uracil,Nucleotides,Pseudomonas sp. URHB0015,positive,0.986028551
uracil,Nucleotides,Rhodospirillales bacterium URHD0017,positive,0.750988891
uracil,Nucleotides,Rhodospirillales bacterium URHD0088,undefined,0.860192043
uracil,Nucleotides,Solirubrobacter sp. URHD0082,negative,0.981379723
uracil,Nucleotides,Solirubrobacterales bacterium URHD0059,negative,0.572339944
uracil,Nucleotides,Sphingomonas sp. URHD0007,positive,0.994798692
uracil,Nucleotides,Sphingomonas sp. URHD0057,positive,0
uracil,Nucleotides,Staphylococcus sp. URHA0057,undefined,0.999978312
uracil,Nucleotides,Streptomyces sp. URHA0041,positive,0.971073352
uracil,Nucleotides,Variovorax sp. URHB0020,positive,0.996341091
uridine,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.664545653
uridine,Nucleotides,Bacillus sp. URHB0009,negative,0.996862093
uridine,Nucleotides,Blastococcus sp. URHD0036,undefined,0.871062119
uridine,Nucleotides,Bradyrhizobium sp. URHA0002,positive,0.724254852
uridine,Nucleotides,Bradyrhizobium sp. URHA0013,positive,0.839769043
uridine,Nucleotides,Bradyrhizobium sp. URHD0069,positive,0.429495086
uridine,Nucleotides,Burkholderia sp. URHA0054,positive,0.995428253
uridine,Nucleotides,Caulobacter sp. URHA0033,positive,0.94649535
uridine,Nucleotides,Cellulomonas sp. URHD0024,undefined,0.969390316
uridine,Nucleotides,Cellulomonas sp. URHE0023,undefined,0.999964499
uridine,Nucleotides,Comamonadaceae bacterium URHA0028,positive,0.971454861
uridine,Nucleotides,Dongia sp. URHE0060,positive,0.398080803
uridine,Nucleotides,Flavobacterium sp. URHB0058,undefined,0.999416185
uridine,Nucleotides,Geodermatophilaceae bacterium URHA0031,negative,0.898081245
uridine,Nucleotides,Geodermatophilaceae bacterium URHB0048,negative,0.981550851
uridine,Nucleotides,Geodermatophilaceae bacterium URHB0062,negative,0.990175957
uridine,Nucleotides,Intrasporangiaceae bacterium URHB0013,undefined,0.992837097
uridine,Nucleotides,Lysobacter sp. URHA0019,undefined,0
uridine,Nucleotides,Marmoricola sp. URHB0036,undefined,0.791951136
uridine,Nucleotides,Mesorhizobium sp. URHA0056,positive,0.996217062
uridine,Nucleotides,Mesorhizobium sp. URHB0007,positive,0.932606802
uridine,Nucleotides,Mesorhizobium sp. URHC0008,positive,0.748078557
uridine,Nucleotides,Microbacterium sp. URHA0036,undefined,0.999956925
uridine,Nucleotides,Micromonosporaceae bacterium URHE0070,negative,0.737978853
uridine,Nucleotides,Mycobacterium sp. URHB0044,positive,0.88190211
uridine,Nucleotides,Mycobacterium sp. URHD0025,positive,0.895928554
uridine,Nucleotides,Nocardioides sp. URHA0020,undefined,0.819235313
uridine,Nucleotides,Nocardioides sp. URHA0032,undefined,0.948017851
uridine,Nucleotides,Paenibacillus sp. URHA0014,negative,0.999232727
uridine,Nucleotides,Pseudomonas sp. URHB0015,positive,0.997527593
uridine,Nucleotides,Rhodospirillales bacterium URHD0017,positive,0.513360521
uridine,Nucleotides,Rhodospirillales bacterium URHD0088,undefined,0.640630169
uridine,Nucleotides,Solirubrobacter sp. URHD0082,negative,0.895352525
uridine,Nucleotides,Solirubrobacterales bacterium URHD0059,negative,0.357277481
uridine,Nucleotides,Sphingomonas sp. URHD0007,positive,0.945150769
uridine,Nucleotides,Sphingomonas sp. URHD0057,positive,0
uridine,Nucleotides,Staphylococcus sp. URHA0057,undefined,0.999989959
uridine,Nucleotides,Streptomyces sp. URHA0041,positive,0.938182441
uridine,Nucleotides,Variovorax sp. URHB0020,positive,0.965958503
valine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.999709934
valine ,Amino acids,Bacillus sp. URHB0009,negative,0.998227731
valine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.997573881
valine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.999997072
valine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.999997743
valine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.999999995
valine ,Amino acids,Burkholderia sp. URHA0054,positive,0.99995716
valine ,Amino acids,Caulobacter sp. URHA0033,positive,0.992625241
valine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999995683
valine ,Amino acids,Cellulomonas sp. URHE0023,undefined,1
valine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999954
valine ,Amino acids,Dongia sp. URHE0060,positive,1
valine ,Amino acids,Flavobacterium sp. URHB0058,undefined,0.999999898
valine ,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.998902117
valine ,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999979918
valine ,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.999897467
valine ,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.999999809
